foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,accel_spec_centroid,accel_hf_frac,accel_spec_entropy,accel_zcr,accel_jerk_ratio,gyro_hf_frac,heel_ripple_frac,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std,source_user,source_recording
right,26,grass,27.184,1.1039999999999992,1.0,10748.0,0.4421029395280302,32157.391218816243,398.4375,0.10481661223295038,0.20312774556316993,0.4688104023897382,0.1403816290214008,0.4350044321218867,0.32271310050006824,5691.0,4286.885714285714,31.5,585.3071428571428,0.13653434727841057,0.043478260869565216,0.0,0.043478260869565216,0.8159732512678801,-1.1359308064653608,11028367.891274076,8412836.0,1696983.0,6925990.0,4023112.967945265,1316192.2082150388,1893439.0922501925,0.09180823908131777,0.08987876647049807,0.0566645117001353,0.10208542998247146,0.08142107823861479,0.08797928566191908,0.10546117394578816,0.06804140201678209,0.07363987176838331,0.09085849867702828,0.07234022700461874,0.07982151545244301,3.611527852074849,0.09865460387936033,0.45484159128559837,0.08695652173913043,0.4972042905798683,0.09445403678843498,0.0016774814026969138,1439.47640943967,909.4335148063376,0.13607840876984661,Catherine,REC_20260520_190100.csv
right,27,grass,28.304,0.9760000000000026,1.0,9662.0,0.34092026743619,34836.1193447261,506.25,0.13317875436657226,0.2092143716692453,0.46948598934158503,0.14778250606073876,0.425453908529619,0.3473525641623405,5817.0,4051.7258064516127,25.69999999999999,579.6693548387096,0.14306727121457602,1.0655737704918034,0.0,1.0655737704918034,0.9055193908587997,-0.9264623371136613,11220143.471486183,8605869.0,1325577.0,7076262.0,4436113.531200782,1806448.83751937,2148044.058044753,0.08643071251995367,0.07997388607801535,0.056821665001373374,0.10154573718089066,0.07767299478119638,0.08931279781216288,0.11426035102525009,0.07430923501335551,0.07694849267735374,0.08931279781216288,0.07347327104738324,0.07993805905090225,3.271756168070196,0.20070438097506502,0.4587780988462154,0.06557377049180328,0.48906639930507967,0.16588906196466585,0.0031364765547532572,1426.6244542041625,66.85425539275968,0.06466323014923647,Catherine,REC_20260520_190100.csv
right,28,grass,29.296,1.1039999999999992,1.0,13740.0,0.7208677230444076,34071.719798096485,335.9375,0.08837479070621307,0.22419928825622776,0.4711743772241993,0.15573196279057236,0.41306236822783704,0.37701803594120875,5620.0,4241.628571428571,-63.30000000000001,643.0142857142857,0.1515960850616677,0.927536231884058,0.0,0.927536231884058,0.6187736216558389,-1.4177011542915292,11326410.086883707,8741481.0,1464854.0,7051828.0,4285918.38032133,1474013.0750103327,1924308.4272897777,0.08711950261691938,0.08212815832193833,0.06352344449908054,0.09748614076803384,0.07533157749381976,0.08544898522804582,0.11250058939625616,0.07598159736489354,0.07266750641599926,0.09450884767979954,0.07975036542567882,0.07355328478953502,4.5873956002889065,0.2340285142443666,0.568364661149116,0.10144927536231885,0.5530234017458996,0.1880960412710863,0.0013165673550965017,2111.9321327479543,86.15502772376854,0.07390083445627019,Catherine,REC_20260520_190100.csv
right,29,grass,30.416,0.9920000000000009,0.0,13639.0,0.7114575481997705,35069.35695161803,364.5833333333333,0.09591062557263434,0.2199582027168234,0.4726576105886451,0.14592835074297486,0.4348720023539797,0.3355662124785708,5742.0,4315.555555555556,45.80000000000001,609.7619047619048,0.14129395321465354,0.0,-0.0967741935483871,-0.0967741935483871,0.8365730585957344,-1.0136485390960035,12396681.218810016,9110444.0,1023810.0,8344419.0,4655564.785720791,1344564.0908195225,2382560.640415068,0.0872333382374577,0.0854862439311461,0.052662939532146534,0.10254891864057672,0.08081506547006032,0.08970501691922908,0.10615712814476976,0.07131087244372517,0.07631675739296748,0.09078637634250404,0.07461747829924967,0.08235986464616743,4.69379265062167,0.20899437740535382,0.5730057371415227,0.0967741935483871,0.5025258363253009,0.1677500767868966,0.0013042431760469726,2325.8265197559317,91.19244839719967,0.06974238309664929,Catherine,REC_20260520_190100.csv
right,30,grass,31.424,0.9919999999999973,0.0,14577.0,0.7988510531925385,34564.09561958768,617.1875,0.162362987576531,0.2164509536784741,0.4606607629427793,0.14536907691966564,0.436898083475613,0.33272994874032785,5872.0,4295.142857142857,8.699999999999989,605.2460317460317,0.14091406313517668,0.0,-2.1129032258064515,-2.1129032258064515,0.8722913791157731,-0.9527194188848549,11673494.834734412,8868541.0,1877799.0,7354817.0,4463318.291294395,1321119.3880567194,2214295.193044857,0.09172413283369181,0.0922119485280531,0.05485339660155067,0.09911897529139597,0.0862657708596643,0.08674989098058346,0.10461798857328691,0.07152412839900368,0.07255149781591609,0.08858289540788045,0.07384494852066197,0.07795442618831164,3.925214770443417,0.13731463373061256,0.5159712566617045,0.06451612903225806,0.46406105002330317,0.05588685549843907,0.00306779508296456,514.8808923754327,154.77457332344252,0.06466323014923823,Catherine,REC_20260520_190100.csv
right,31,grass,32.432,1.0079999999999956,1.0,11208.0,0.48496116159271385,31716.725997492238,362.84722222222223,0.09545390830800275,0.21316725978647688,0.49110320284697506,0.1414475984380923,0.4358767697511032,0.32451281704869495,5620.0,4245.609375,-67.89999999999998,582.1484375,0.1371177576834892,0.6825396825396826,0.0,0.6825396825396826,0.822349721931094,-1.0344149615407348,9286403.946328094,7411017.0,1740965.0,5318192.0,4159211.0967366397,1579900.7234314578,1690131.5254647576,0.09107202661573169,0.09218346895137992,0.055421225604392776,0.09951089176686209,0.08296070572908042,0.08746167916119225,0.10715481802891959,0.06876957445007525,0.07376002414258848,0.08976552983044984,0.07267802398801704,0.07926203173131066,3.7462420301202357,0.16277464446275944,0.5256795766928274,0.07936507936507936,0.442874745965392,0.17287223338680854,0.004068358193910866,1738.7622992615532,146.34483022370387,0.009237604307033048,Catherine,REC_20260520_190100.csv
right,32,grass,33.456,1.0879999999999939,0.014705882352941176,10016.0,0.3739024644164031,30526.987306316358,310.7638888888889,0.08175239036905499,0.20898876404494382,0.481590319792567,0.14552910615902742,0.4333242128517719,0.33584346741484894,5785.0,4290.391304347826,50.30000000000001,607.6159420289855,0.1416224998902164,2.0,-1.537313432835821,0.4626865671641791,0.7102628277555149,-1.2721978017379911,8460836.196411913,7882605.0,879645.0,2945592.0,3939049.375834727,1753666.205504067,1666426.2600569013,0.0829558467353743,0.08768836327891445,0.06058026530467476,0.10028476170208453,0.08119930954576624,0.08928951448636488,0.10786151731033622,0.07182885923043403,0.0748622638386418,0.09208646216520232,0.07370024692859338,0.0776625894736131,4.260854085252059,0.19960451216873668,0.5679338502398572,0.08823529411764706,0.4760387457462657,0.1510965040054498,0.0033029771925364724,2365.5072042446463,163.9598934483479,0.051432804058627636,Catherine,REC_20260520_190100.csv
right,33,grass,34.56,0.9919999999999973,1.0,14730.0,0.8131060705314441,32407.03375812109,350.0,0.09207420054972897,0.20412480169222633,0.4794641283271638,0.12631328737817923,0.45314219889927043,0.2787497780717469,5673.0,4340.555555555556,-25.80000000000001,530.1904761904761,0.12214806823791848,0.6129032258064516,0.0,0.6129032258064516,1.105209044753757,-0.3978977482850836,10623350.786252847,8098851.0,2306627.0,6476393.0,4254082.430547595,1823099.5060105433,1796457.2238976737,0.08689546726152383,0.09469931067268837,0.060642518878791754,0.1058711671024483,0.08775849774185882,0.08895796383317182,0.10542868113583587,0.06290980234407854,0.07585525954910315,0.08555703863524163,0.06340348503410068,0.08202080781115723,3.822437921043086,0.1929649000358569,0.5555343859781787,0.08064516129032258,0.43692577753931916,0.11448251411879884,0.003923560510398782,2451.0930894874887,27.132996962683237,0.051432804058627636,Catherine,REC_20260520_190100.csv
right,34,grass,35.568,1.0560000000000045,0.0,13653.0,0.7127619288713043,32719.612314329155,432.29166666666663,0.11372259889326643,0.1968030250945342,0.4635613612925404,0.1337660466424695,0.443353894076722,0.30171393198421315,5818.0,4350.6567164179105,69.10000000000002,565.0074626865671,0.1298671670771954,0.0,-0.25757575757575757,-0.25757575757575757,0.9381385096157739,-0.856040814733849,11858682.49807857,8532565.0,1894903.0,8014551.0,4242851.994710997,1508035.6822516744,2153794.572393162,0.08896238001468297,0.08881486411384111,0.055582619196278486,0.10613597535455276,0.08290393627313083,0.09095212937487564,0.1052543105518467,0.06660171392893165,0.07454698896032166,0.08779597521732865,0.06716433271353785,0.0852847743006717,4.202803399415681,0.22467869141398808,0.5783935667056157,0.09090909090909091,0.43796350000756773,0.11402820495741033,0.003667870865509355,2470.1381202947587,62.022027793231416,0.048880807412861715,Catherine,REC_20260520_190100.csv
right,35,grass,36.64,1.024000000000001,0.015625,10777.0,0.4448048709190646,33547.8997703284,1125.0,0.2959527874812717,0.1979020979020979,0.4695804195804196,0.14073971856302256,0.43548073214658506,0.32318242386800833,5720.0,4348.015384615384,-16.19999999999999,594.8384615384615,0.13680688979233674,7.0,-0.5396825396825397,6.4603174603174605,0.7052469417456828,-1.268645498826396,10264020.761338707,8200254.0,2111150.0,5800776.0,4171180.7320629163,1320511.7454249493,1792016.380154609,0.08911227403483818,0.09149355497291427,0.06121625781523666,0.10101867872521858,0.08259824995311743,0.08680175924648204,0.10755393265185531,0.06914914319884226,0.0735684892488527,0.09021622597046929,0.0715905753641803,0.07568085881799301,4.15686101749552,0.2408272060266493,0.5889186653110393,0.078125,0.4860216014826683,0.12719186879909725,0.002498893200346029,2043.5881026599577,425.6841069526051,0.03200000000000382,Catherine,REC_20260520_190100.csv
right,36,grass,37.68,1.0559999999999974,1.0,12624.0,0.6168899495135662,32497.51950534071,1921.875,0.5055860119471725,0.2007454739084132,0.48260560880369185,0.13639893711495665,0.4416161982008964,0.30886307538211066,5634.0,4285.7164179104475,-3.8999999999999773,567.9626865671642,0.13252456093305426,0.5606060606060606,0.0,0.5606060606060606,0.8207003556588173,-1.076995926431064,11058930.054922944,8217359.0,1704314.0,7202101.0,4324145.295025163,1456795.9405589716,1960923.0763291141,0.08741289183438218,0.08648652413605765,0.056027832821973725,0.10566860414497306,0.08217508349498334,0.09063428326652576,0.10732631476302748,0.06676464340067494,0.07665170315835665,0.08861786635927048,0.06963429371428174,0.08259995890549308,3.91175826185064,0.22165246458754323,0.5746672880937599,0.09090909090909091,0.5082754170364198,0.1292823006020699,0.0030676351477418413,1457.2591853659137,745.3984513487721,0.01847520861406843,Catherine,REC_20260520_190100.csv
right,37,grass,38.752,1.0399999999999991,0.09230769230769231,10849.0,0.4515131143726673,32501.6540502172,218.75,0.057546375343580605,0.2028985507246377,0.4723240789243932,0.1467909297209278,0.433336220486081,0.3387460424060383,5727.0,4373.257575757576,-4.699999999999989,624.9469696969697,0.14290193496977152,4.833333333333333,-0.847457627118644,3.985875706214689,0.6570597543387001,-1.3595711447320535,11279553.413284631,8611978.0,1310916.0,7165449.0,4355432.555306215,1348789.2100678158,2087346.8598251578,0.08904671990576334,0.08980546364785975,0.052976943198156844,0.10182756768929617,0.08249519289067507,0.08737332617319452,0.10219134893550678,0.07017167010237843,0.07183467008505551,0.09159665321253485,0.07661925961854937,0.08406118454102933,3.8430460202995462,0.22708775288950117,0.5684427932892601,0.09230769230769231,0.5171235631394594,0.18110328548628232,0.0023116874187255397,1046.200904861646,852.147639178994,0.015999999999998706,Catherine,REC_20260520_190100.csv
right,38,grass,39.808,1.024000000000001,0.109375,13529.0,0.7012088429234331,32535.167250223258,453.125,0.11920320606884555,0.19859278803869834,0.47634124890061563,0.14830413596767142,0.4323093818972779,0.34305093106406626,5685.0,4328.630769230769,-39.39999999999998,624.8846153846154,0.1443608033807102,2.5714285714285716,-0.3684210526315789,2.203007518796993,0.590987642705709,-1.463263304035061,11532974.621989116,8265006.0,1999972.0,7790975.0,4266843.434948174,1296890.005949747,2281859.667944158,0.08681018335874553,0.08742149764892788,0.05532038910865401,0.10318416553822313,0.07935001652681076,0.08820696542875524,0.10582134695284706,0.07090179520260448,0.07414673675456086,0.09215562924499131,0.07740234076506694,0.0792789334698128,4.1379063768667255,0.2357290644296063,0.5773077198706671,0.078125,0.4702619159971129,0.133244067233315,0.0027577049568678577,1363.332314588044,923.1100484006947,0.015999999999998706,Catherine,REC_20260520_190100.csv
right,39,grass,40.848,1.024000000000001,0.078125,16649.0,0.9918993925795485,36314.09292547454,307.29166666666663,0.0808389558397918,0.20039118065433856,0.4879089615931721,0.1428669509286695,0.4390872298908723,0.3253725938786701,5624.0,4257.538461538462,52.89999999999998,591.2307692307693,0.13886680638866805,4.4,-0.3050847457627119,4.094915254237288,0.7622690280880651,-1.1902747127451734,12404573.520439992,8697499.0,3650530.0,8056090.0,4318470.637730752,1440846.1279928356,2278819.932277695,0.09029413890294138,0.08708896437088964,0.05208498952084989,0.1041627520416275,0.08118811881188118,0.09008094240080942,0.10497217604972174,0.0690684396906844,0.07656645226566451,0.08936185589361854,0.0737985112379851,0.08133265881332659,3.720328452362256,0.18492608088541695,0.5367915831162916,0.078125,0.48118824131025695,0.08176320884606418,0.0022176342668623187,2902.7802764476214,118.34879838301474,0.009237604307033805,Catherine,REC_20260520_190100.csv
right,40,grass,41.888,1.0399999999999991,1.0,13998.0,0.744905595419817,34724.296004382864,300.5952380952381,0.07907733210478422,0.2059871703492516,0.48930862437633643,0.13881150187096244,0.43178388867684253,0.32148374571422844,5612.0,4247.530303030303,39.0,572.4318181818181,0.13476815404316947,0.6923076923076923,0.0,0.6923076923076923,0.8443624002318062,-0.9708831161630935,10886967.701787584,8166046.0,2442239.0,6773273.0,4177168.7200349066,1705690.13437434,2099001.282283326,0.0911581418078955,0.08649589601087262,0.05746298205374246,0.10188808469805984,0.07987886008625333,0.08790134730699123,0.10663594174154678,0.0662809404395424,0.0756197005746655,0.09106182915562341,0.07253056143142003,0.0830857146933869,4.432063743394269,0.23193825118056594,0.5980059884255209,0.09230769230769231,0.531948723287547,0.1554110920074467,0.00411677840622869,1682.3674786839317,86.19506127909851,0.009237604307033805,Catherine,REC_20260520_190100.csv
right,41,grass,42.944,1.024000000000001,0.0,15472.0,0.8822382461227383,34462.99804137765,277.77777777777777,0.07307476234105474,0.20326936744847193,0.48880597014925375,0.13195508281064833,0.4422601670665087,0.2983652895666147,5628.0,4258.092307692307,-47.0,544.3615384615384,0.1278416481197792,0.0,-0.171875,-0.171875,1.0523237941983528,-0.5077871595371866,11679220.7081322,8591208.0,1836260.0,7695680.0,4448194.5076406505,1199631.344016647,2173804.0794501216,0.08722938405064024,0.08934300661907102,0.06109272480272856,0.10454302396161518,0.08216030291643786,0.08994638263433247,0.10792843310113595,0.06494782784634506,0.07626745093505218,0.08876853484406164,0.06700725496430328,0.08076567332427667,4.113685792873194,0.235951089392023,0.578894687742369,0.078125,0.48214436996548493,0.11266980406597688,0.003029559406956829,1328.2699273867477,15.47335499224105,0.009237604307033805,Catherine,REC_20260520_190100.csv
right,42,grass,43.984,1.0399999999999991,0.03076923076923077,13577.0,0.7056810052258349,34506.43466079914,320.8333333333333,0.08440135050391821,0.20295531422467508,0.4876268470713904,0.13498220186348617,0.442148965438997,0.3052867074547936,5617.0,4273.515151515152,-82.39999999999998,559.7424242424242,0.13097939387063376,3.0,-0.25396825396825395,2.746031746031746,0.9645294886204253,-0.7578815619954651,11735141.798626976,8360301.0,1102000.0,8161159.0,4310783.986821611,1425703.7728670568,2352761.055689868,0.09036631543119708,0.0900259526612114,0.05531604101371378,0.10278955653567426,0.08192106420092747,0.0902705884021386,0.10449846127664401,0.06438883610114447,0.07714180363904528,0.08858650177981364,0.0705933657623417,0.08410151319614823,4.531714686165981,0.29174988382929873,0.6181585331385556,0.07692307692307693,0.48455896468382703,0.15399001476400884,0.003584601263829449,995.0663294474373,21.54065094343436,0.009237604307033805,Catherine,REC_20260520_190100.csv
right,43,grass,45.04,1.0080000000000027,0.06349206349206349,11040.0,0.46930859353430765,31826.988107579393,269.8412698412699,0.07098691198845318,0.20134228187919462,0.4722712822324267,0.13812563031788044,0.43915998878625806,0.31452234685485836,5662.0,4291.609375,-4.5,575.3828125,0.13407157134379222,4.75,-0.576271186440678,4.173728813559322,0.8933932738303038,-0.9310040080509947,10511029.832123682,8036543.0,1872912.0,6510601.0,4361934.2721211,1248177.4626555478,1955173.9887221134,0.09230948471399497,0.08907643184557075,0.05460145705828597,0.1045863476332815,0.08354965903671044,0.08781670629098204,0.10410211786807834,0.06633583700753287,0.07413084397971333,0.0901177078820227,0.07178979331034759,0.0815836133734795,4.37067844770564,0.20494746206678507,0.5797173626393872,0.09523809523809523,0.5189098422016704,0.16803137625071823,0.0026452401752675835,2223.736270334231,27.43768564584451,0.015999999999998706,Catherine,REC_20260520_190100.csv
