foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,orient_range_a,orient_range_b,pressure_entropy_flatfoot,pressure_entropy_stance,pressure_participation_flatfoot,pressure_map_instability,tilt_jitter_flatfoot,tilt_reversal_rate_flatfoot,accel_micro_cv_flatfoot,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,accel_spec_centroid,accel_hf_frac,accel_spec_entropy,accel_zcr,accel_jerk_ratio,gyro_hf_frac,heel_ripple_frac,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std,orient_rest_a_roll3_std,orient_rest_b_roll3_std,source_user,source_recording
right,30,soft,31.424,0.9919999999999973,0.0,14577.0,0.7988510531925385,34564.09561958768,617.1875,0.162362987576531,0.2164509536784741,0.4606607629427793,0.14536907691966564,0.436898083475613,0.33272994874032785,5872.0,4295.142857142857,8.699999999999989,605.2460317460317,0.14091406313517668,0.0,-2.1129032258064515,-2.1129032258064515,0.872291379115773,-0.9527194188848549,11673494.834734412,8868541.0,1877799.0,7354817.0,4463318.291294395,1321119.3880567194,2214295.193044857,2.2592805324097576,2.821064442614343,0.9861398224925458,0.9947850146280187,0.9351153218005432,0.06153374693971847,30.079835304691635,0.5454545454545454,0.20457780639588835,0.09172413283369181,0.0922119485280531,0.05485339660155067,0.09911897529139597,0.0862657708596643,0.08674989098058346,0.10461798857328691,0.07152412839900368,0.07255149781591609,0.08858289540788045,0.07384494852066197,0.07795442618831164,3.9252147704434184,0.13731463373061267,0.5159712566617047,0.06451612903225806,0.46406105002330317,0.05588685549843907,0.0030677950829645618,514.8808923754399,154.77457332344235,0.0646632301492381,2.060850253165591,3.689871724996365,Catherine,REC_20260520_190100_new.csv
right,31,soft,32.432,1.0079999999999956,1.0,11208.0,0.48496116159271385,31716.725997492238,362.84722222222223,0.09545390830800275,0.21316725978647688,0.49110320284697506,0.1414475984380923,0.4358767697511032,0.32451281704869495,5620.0,4245.609375,-67.89999999999998,582.1484375,0.1371177576834892,0.6825396825396826,0.0,0.6825396825396826,0.822349721931094,-1.0344149615407348,9286403.946328094,7411017.0,1740965.0,5318192.0,4159211.0967366397,1579900.7234314578,1690131.5254647576,2.3156056124365825,4.006477070053236,0.9907060558342093,0.994450456161672,0.9544799746462583,0.01061788285309522,35.66555081605731,0.23076923076923078,0.31661147404808015,0.09107202661573169,0.09218346895137992,0.055421225604392776,0.09951089176686209,0.08296070572908042,0.08746167916119225,0.10715481802891959,0.06876957445007525,0.07376002414258848,0.08976552983044984,0.07267802398801704,0.07926203173131066,3.7462420301202353,0.16277464446275938,0.5256795766928274,0.07936507936507936,0.442874745965392,0.17287223338680852,0.004068358193910865,1738.7622992615552,146.34483022370372,0.009237604307031954,2.6749666613646927,2.9621814078065816,Catherine,REC_20260520_190100_new.csv
right,32,soft,33.456,1.0879999999999939,0.014705882352941176,10016.0,0.3739024644164031,30526.987306316358,310.7638888888889,0.08175239036905499,0.20898876404494382,0.481590319792567,0.14552910615902742,0.4333242128517719,0.33584346741484894,5785.0,4290.391304347826,50.30000000000001,607.6159420289855,0.1416224998902164,2.0,-1.537313432835821,0.4626865671641791,0.7102628277555149,-1.2721978017379911,8460836.196411913,7882605.0,879645.0,2945592.0,3939049.375834727,1753666.205504067,1666426.2600569013,2.434933003833081,6.3837923708675675,0.9894380742741317,0.9954919235541657,0.9486766626491955,0.07060090591533885,34.44153728051478,0.6363636363636364,0.22317642952078895,0.0829558467353743,0.08768836327891445,0.06058026530467476,0.10028476170208453,0.08119930954576624,0.08928951448636488,0.10786151731033622,0.07182885923043403,0.0748622638386418,0.09208646216520232,0.07370024692859338,0.0776625894736131,4.260854085252059,0.1996045121687367,0.5679338502398572,0.08823529411764706,0.4760387457462657,0.15109650400544986,0.0033029771925364684,2365.5072042446477,163.95989344834774,0.05143280405862744,1.5434228082627521,0.8418615771176754,Catherine,REC_20260520_190100_new.csv
right,33,soft,34.56,0.9919999999999973,1.0,14730.0,0.8131060705314441,32407.03375812109,350.0,0.09207420054972897,0.20412480169222633,0.4794641283271638,0.12631328737817923,0.45314219889927043,0.2787497780717469,5673.0,4340.555555555556,-25.80000000000001,530.1904761904761,0.12214806823791848,0.6129032258064516,0.0,0.6129032258064516,1.105209044753757,-0.3978977482850836,10623350.786252847,8098851.0,2306627.0,6476393.0,4254082.430547595,1823099.5060105433,1796457.2238976737,7.533653487719242,9.017049411932163,0.9874970762280755,0.9936572817469992,0.9428997536341758,0.07489480474929258,35.82342512099469,0.36363636363636365,0.262180864207845,0.08689546726152383,0.09469931067268837,0.060642518878791754,0.1058711671024483,0.08775849774185882,0.08895796383317182,0.10542868113583587,0.06290980234407854,0.07585525954910315,0.08555703863524163,0.06340348503410068,0.08202080781115723,3.8224379210430843,0.19296490003585678,0.5555343859781786,0.08064516129032258,0.43692577753931916,0.11448251411879888,0.003923560510398788,2451.0930894874905,27.13299696268172,0.05143280405862744,2.013314323455908,1.9656981736364272,Catherine,REC_20260520_190100_new.csv
right,34,soft,35.568,1.0560000000000045,0.0,13653.0,0.7127619288713043,32719.612314329155,432.29166666666663,0.11372259889326643,0.1968030250945342,0.4635613612925404,0.1337660466424695,0.443353894076722,0.30171393198421315,5818.0,4350.6567164179105,69.10000000000002,565.0074626865671,0.1298671670771954,0.0,-0.25757575757575757,-0.25757575757575757,0.9381385096157738,-0.856040814733849,11858682.49807857,8532565.0,1894903.0,8014551.0,4242851.994710997,1508035.6822516744,2153794.572393162,4.464068893115717,3.1260719377917496,0.9864034097817077,0.9937312851716342,0.9372086787423745,0.07295405819233601,34.28002689731807,0.5454545454545454,0.23721914421880944,0.08896238001468297,0.08881486411384111,0.055582619196278486,0.10613597535455276,0.08290393627313083,0.09095212937487564,0.1052543105518467,0.06660171392893165,0.07454698896032166,0.08779597521732865,0.06716433271353785,0.0852847743006717,4.202803399415682,0.224678691413988,0.5783935667056157,0.09090909090909091,0.43796350000756773,0.11402820495741028,0.0036678708655093557,2470.13812029476,62.02202779323081,0.048880807412861514,2.9226069713492078,1.165660691997049,Catherine,REC_20260520_190100_new.csv
right,35,soft,36.64,1.024000000000001,0.015625,10777.0,0.4448048709190646,33547.8997703284,1125.0,0.2959527874812717,0.1979020979020979,0.4695804195804196,0.14073971856302256,0.43548073214658506,0.32318242386800833,5720.0,4348.015384615384,-16.19999999999999,594.8384615384615,0.13680688979233674,7.0,-0.5396825396825397,6.4603174603174605,0.7052469417456826,-1.268645498826396,10264020.761338707,8200254.0,2111150.0,5800776.0,4171180.7320629163,1320511.7454249493,1792016.380154609,4.99091762790099,2.071526808766336,0.987027916408483,0.9950672892070965,0.9400849860285856,0.0701673877744128,31.936746033044763,0.45454545454545453,0.312298189218256,0.08911227403483818,0.09149355497291427,0.06121625781523666,0.10101867872521858,0.08259824995311743,0.08680175924648204,0.10755393265185531,0.06914914319884226,0.0735684892488527,0.09021622597046929,0.0715905753641803,0.07568085881799301,4.15686101749552,0.24082720602664937,0.5889186653110394,0.078125,0.4860216014826683,0.1271918687990973,0.0024988932003460274,2043.5881026599595,425.68410695260513,0.032000000000003505,1.1315411285049009,1.485842110168795,Catherine,REC_20260520_190100_new.csv
right,36,soft,37.68,1.0559999999999974,1.0,12624.0,0.6168899495135662,32497.51950534071,1921.875,0.5055860119471725,0.2007454739084132,0.48260560880369185,0.13639893711495665,0.4416161982008964,0.30886307538211066,5634.0,4285.7164179104475,-3.8999999999999773,567.9626865671642,0.13252456093305426,0.5606060606060606,0.0,0.5606060606060606,0.8207003556588173,-1.076995926431064,11058930.054922944,8217359.0,1704314.0,7202101.0,4324145.295025163,1456795.9405589716,1960923.0763291141,3.4593282240979883,2.06661861787245,0.9865122459903325,0.9940185978062256,0.9371727721064872,0.07880101335352405,33.55816309531769,0.45454545454545453,0.27599936474483,0.08741289183438218,0.08648652413605765,0.056027832821973725,0.10566860414497306,0.08217508349498334,0.09063428326652576,0.10732631476302748,0.06676464340067494,0.07665170315835665,0.08861786635927048,0.06963429371428174,0.08259995890549308,3.91175826185064,0.22165246458754323,0.5746672880937598,0.09090909090909091,0.5082754170364198,0.1292823006020699,0.003067635147741844,1457.2591853659162,745.3984513487724,0.01847520861406789,1.1274620268371844,1.377429131817894,Catherine,REC_20260520_190100_new.csv
right,37,soft,38.752,1.0399999999999991,0.09230769230769231,10849.0,0.4515131143726673,32501.6540502172,218.75,0.057546375343580605,0.2028985507246377,0.4723240789243932,0.1467909297209278,0.433336220486081,0.3387460424060383,5727.0,4373.257575757576,-4.699999999999989,624.9469696969697,0.14290193496977152,4.833333333333333,-0.847457627118644,3.985875706214689,0.6570597543387001,-1.3595711447320535,11279553.413284631,8611978.0,1310916.0,7165449.0,4355432.555306215,1348789.2100678158,2087346.8598251578,5.688530647623249,5.388062057118731,0.9890039790664304,0.9946038015417429,0.948114608102157,0.06580171447579118,31.078776434091573,0.2727272727272727,0.28573909837093336,0.08904671990576334,0.08980546364785975,0.052976943198156844,0.10182756768929617,0.08249519289067507,0.08737332617319452,0.10219134893550678,0.07017167010237843,0.07183467008505551,0.09159665321253485,0.07661925961854937,0.08406118454102933,3.843046020299547,0.22708775288950106,0.5684427932892598,0.09230769230769231,0.5171235631394594,0.18110328548628235,0.0023116874187255397,1046.2009048616494,852.1476391789942,0.01599999999999808,1.7850177531518092,1.7699383337387813,Catherine,REC_20260520_190100_new.csv
right,38,soft,39.808,1.024000000000001,0.109375,13529.0,0.7012088429234331,32535.167250223258,453.125,0.11920320606884555,0.19859278803869834,0.47634124890061563,0.14830413596767142,0.4323093818972779,0.34305093106406626,5685.0,4328.630769230769,-39.39999999999998,624.8846153846154,0.1443608033807102,2.5714285714285716,-0.3684210526315789,2.203007518796993,0.590987642705709,-1.463263304035061,11532974.621989116,8265006.0,1999972.0,7790975.0,4266843.434948174,1296890.005949747,2281859.667944158,3.934872947712539,3.4695253421463406,0.9870941270560516,0.9947624022210281,0.939897603926554,0.06344040709372428,34.20273889607928,0.25,0.2894249201959912,0.08681018335874553,0.08742149764892788,0.05532038910865401,0.10318416553822313,0.07935001652681076,0.08820696542875524,0.10582134695284706,0.07090179520260448,0.07414673675456086,0.09215562924499131,0.07740234076506694,0.0792789334698128,4.1379063768667255,0.23572906442960637,0.5773077198706671,0.078125,0.4702619159971129,0.133244067233315,0.0027577049568678577,1363.3323145880468,923.1100484006948,0.01599999999999808,1.2819067643882835,0.6324318603349878,Catherine,REC_20260520_190100_new.csv
right,39,soft,40.848,1.024000000000001,0.078125,16649.0,0.9918993925795485,36314.09292547454,307.29166666666663,0.0808389558397918,0.20039118065433856,0.4879089615931721,0.1428669509286695,0.4390872298908723,0.3253725938786701,5624.0,4257.538461538462,52.89999999999998,591.2307692307693,0.13886680638866805,4.4,-0.3050847457627119,4.094915254237288,0.7622690280880651,-1.1902747127451734,12404573.520439992,8697499.0,3650530.0,8056090.0,4318470.637730752,1440846.1279928356,2278819.932277695,6.3679396542634805,4.050994502190065,0.9865015898461238,0.9940367237101422,0.9376957556367289,0.07215186832859354,31.89465186900539,0.30000000000000004,0.2217027110854813,0.09029413890294138,0.08708896437088964,0.05208498952084989,0.1041627520416275,0.08118811881188118,0.09008094240080942,0.10497217604972174,0.0690684396906844,0.07656645226566451,0.08936185589361854,0.0737985112379851,0.08133265881332659,3.7203284523622564,0.184926080885417,0.5367915831162917,0.078125,0.48118824131025695,0.08176320884606418,0.002217634266862317,2902.7802764476223,118.34879838301573,0.009237604307032724,0.8446962947683829,1.484362124884294,Catherine,REC_20260520_190100_new.csv
right,40,soft,41.888,1.0399999999999991,1.0,13998.0,0.744905595419817,34724.296004382864,300.5952380952381,0.07907733210478422,0.2059871703492516,0.48930862437633643,0.13881150187096244,0.43178388867684253,0.32148374571422844,5612.0,4247.530303030303,39.0,572.4318181818181,0.13476815404316947,0.6923076923076923,0.0,0.6923076923076923,0.8443624002318062,-0.9708831161630931,10886967.701787584,8166046.0,2442239.0,6773273.0,4177168.7200349066,1705690.13437434,2099001.282283326,3.9486271337986345,3.599651930658169,0.9860036262419456,0.9946205902506596,0.9332304874439582,0.07616455123719564,35.920538179291306,0.5454545454545454,0.2421457405116539,0.0911581418078955,0.08649589601087262,0.05746298205374246,0.10188808469805984,0.07987886008625333,0.08790134730699123,0.10663594174154678,0.0662809404395424,0.0756197005746655,0.09106182915562341,0.07253056143142003,0.0830857146933869,4.432063743394268,0.23193825118056585,0.5980059884255209,0.09230769230769231,0.531948723287547,0.1554110920074467,0.0041167784062286945,1682.367478683934,86.19506127909986,0.009237604307032994,0.5773760262803401,1.1226625975498281,Catherine,REC_20260520_190100_new.csv
right,41,soft,42.944,1.024000000000001,0.0,15472.0,0.8822382461227383,34462.99804137765,277.77777777777777,0.07307476234105474,0.20326936744847193,0.48880597014925375,0.13195508281064833,0.4422601670665087,0.2983652895666147,5628.0,4258.092307692307,-47.0,544.3615384615384,0.1278416481197792,0.0,-0.171875,-0.171875,1.0523237941983528,-0.5077871595371866,11679220.7081322,8591208.0,1836260.0,7695680.0,4448194.5076406505,1199631.344016647,2173804.0794501216,1.7956862681192907,4.657409969210306,0.9871876928956071,0.9943315093831349,0.9406281844548721,0.07125432359753626,30.26105597483881,0.36363636363636365,0.2874335295645759,0.08722938405064024,0.08934300661907102,0.06109272480272856,0.10454302396161518,0.08216030291643786,0.08994638263433247,0.10792843310113595,0.06494782784634506,0.07626745093505218,0.08876853484406164,0.06700725496430328,0.08076567332427667,4.113685792873194,0.23595108939202297,0.578894687742369,0.078125,0.48214436996548493,0.11266980406597685,0.0030295594069568313,1328.2699273867504,15.473354992248574,0.009237604307032994,1.9153644988725265,2.2672915760116235,Catherine,REC_20260520_190100_new.csv
right,42,soft,43.984,1.0399999999999991,0.03076923076923077,13577.0,0.7056810052258349,34506.43466079914,320.8333333333333,0.08440135050391821,0.20295531422467508,0.4876268470713904,0.13498220186348617,0.442148965438997,0.3052867074547936,5617.0,4273.515151515152,-82.39999999999998,559.7424242424242,0.13097939387063376,3.0,-0.25396825396825395,2.746031746031746,0.9645294886204253,-0.7578815619954651,11735141.798626976,8360301.0,1102000.0,8161159.0,4310783.986821611,1425703.7728670568,2352761.055689868,2.890873599109364,2.3607884857288184,0.9881904555235416,0.9941411763007079,0.9462666873140239,0.03360145087794333,32.62160637187341,0.6153846153846154,0.49192193944631873,0.09036631543119708,0.0900259526612114,0.05531604101371378,0.10278955653567426,0.08192106420092747,0.0902705884021386,0.10449846127664401,0.06438883610114447,0.07714180363904528,0.08858650177981364,0.0705933657623417,0.08410151319614823,4.531714686165981,0.29174988382929873,0.6181585331385556,0.07692307692307693,0.48455896468382703,0.15399001476400886,0.0035846012638294576,995.066329447441,21.54065094343977,0.009237604307032994,2.264803289739931,2.0188826311274277,Catherine,REC_20260520_190100_new.csv
